raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
"METAR VAAU 201500Z 00000KT 4000 HZ SCT020 25/15 Q1012 NOSIG",VAAU,2026-03-20T15:00:00.000Z,19.8630,75.3980,25,15,0,0,,2.49,29.88,,,,,,TRUE,,,,HZ,SCT,2000,,,,,,,IFR,,,,,,,,,,,,METAR,578
"METAR LJLJ 201500Z 16007KT 140V200 9999 FEW073 SCT080 13/M04 Q1014 NOSIG",LJLJ,2026-03-20T15:00:00.000Z,46.2180,14.4770,13,-4,160,7,,6+,29.94,,,,,,TRUE,,,,,FEW,7300,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,363
"METAR LJMB 201500Z 03004KT 340V070 9999 FEW047 SCT080 12/M02 Q1015",LJMB,2026-03-20T15:00:00.000Z,46.4800,15.6820,12,-2,30,4,,6+,29.97,,,,,,,,,,,FEW,4700,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,263
"METAR LJPZ 201500Z 30009KT CAVOK 15/04 Q1014",LJPZ,2026-03-20T15:00:00.000Z,45.4730,13.6150,15,4,300,9,,6+,29.94,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,2
"METAR GCFV 201500Z 20020G31KT 170V230 9999 FEW035 24/12 Q1002",GCFV,2026-03-20T15:00:00.000Z,28.4450,-13.8630,24,12,200,20,31,6+,29.59,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,11
"METAR GCLA 201500Z 26016G28KT 170V320 9999 FEW019 SCT030CB 23/11 Q0997 WS R18",GCLA,2026-03-20T15:00:00.000Z,28.6330,-17.7550,23,11,260,16,28,6+,29.44,,,,,,,,,,,FEW,1900,SCT,3000,,,,,VFR,,,,,,,,,,,,METAR,20
"METAR GCLP 201500Z 23016G26KT 200V270 9999 FEW025 SCT045 23/12 Q1001 WS ALL RWY NOSIG",GCLP,2026-03-20T15:00:00.000Z,27.9230,-15.3890,23,12,230,16,26,6+,29.56,,,,,,TRUE,,,,,FEW,2500,SCT,4500,,,,,VFR,,,,,,,,,,,,METAR,16
"METAR GCRR 201500Z 18013KT 150V230 9999 FEW040 22/13 Q1003",GCRR,2026-03-20T15:00:00.000Z,28.9520,-13.6000,22,13,180,13,,6+,29.62,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,9
"METAR GCXO 201500Z 12008KT 090V150 9999 SCT025 18/13 Q1001 WS R12 NOSIG",GCXO,2026-03-20T15:00:00.000Z,28.4830,-16.3420,18,13,120,8,,6+,29.56,,,,,,TRUE,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,623
"METAR LRAR 201500Z 03008KT CAVOK 11/M01 Q1014",LRAR,2026-03-20T15:00:00.000Z,46.1760,21.2640,11,-1,30,8,,6+,29.94,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,102
"METAR LRBM 201500Z 03004KT 340V060 CAVOK 11/M04 Q1014",LRBM,2026-03-20T15:00:00.000Z,47.6580,23.4700,11,-4,30,4,,6+,29.94,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,180
"METAR LRCL 201500Z VRB02KT 9999 FEW055 BKN070 09/M04 Q1014",LRCL,2026-03-20T15:00:00.000Z,46.7830,23.6760,9,-4,0,2,,6+,29.94,,,,,,,,,,,FEW,5500,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,313
"METAR LROD 201500Z 06008KT CAVOK 11/M03 Q1014",LROD,2026-03-20T15:00:00.000Z,47.0360,21.8960,11,-3,60,8,,6+,29.94,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,132
"METAR LRSM 201500Z 06010KT CAVOK 12/M03 Q1014",LRSM,2026-03-20T15:00:00.000Z,47.7030,22.8860,12,-3,60,10,,6+,29.94,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,123
"METAR FQPB 201500Z /////KT 9999 FEW020 BKN/// 29/25 Q1011",FQPB,2026-03-20T15:00:00.000Z,-12.9890,40.5250,29,25,,,,6+,29.85,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,101
"METAR FQCH 201500Z /////KT 9999 FEW010 BKN015 FEW020CB 22/21 Q1017 RMK CB TO NE/NW/SW/SE",FQCH,2026-03-20T15:00:00.000Z,-19.1480,33.4280,22,21,,,,6+,30.03,,,,,,,,,,,FEW,1000,BKN,1500,FEW,2000,,,MVFR,,,,,,,,,,,,METAR,695
"METAR LRTM 201500Z 28003KT 250V320 CAVOK 10/M03 Q1013",LRTM,2026-03-20T15:00:00.000Z,46.4680,24.4210,10,-3,280,3,,6+,29.91,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,289
"METAR LFOZ 201500Z AUTO 06010KT 020V090 CAVOK 17/01 Q1016",LFOZ,2026-03-20T15:00:00.000Z,47.8970,2.1630,17,1,60,10,,6+,30.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,121
"METAR LFPT 201500Z AUTO 06007KT 030V090 CAVOK 17/04 Q1017",LFPT,2026-03-20T15:00:00.000Z,49.0970,2.0410,17,4,60,7,,6+,30.03,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,91
"METAR LFQG 201500Z AUTO 07006KT 350V100 CAVOK 18/03 Q1015",LFQG,2026-03-20T15:00:00.000Z,46.9980,3.1130,18,3,70,6,,6+,29.97,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,172
"METAR VNKT 201500Z 09009KT 7000 -TSRA FEW015 FEW025CB SCT030 BKN100 13/12 Q1018 NOSIG CB TO SE S AND SW",VNKT,2026-03-20T15:00:00.000Z,27.6970,85.3590,13,12,90,9,,4.35,30.06,,,,,,TRUE,,,,-TSRA,FEW,1500,FEW,2500,SCT,3000,BKN,10000,MVFR,,,,,,,,,,,,METAR,1334
"METAR LFRH 201500Z AUTO 09007KT 050V130 CAVOK 18/05 Q1016 NOSIG",LFRH,2026-03-20T15:00:00.000Z,47.7610,-3.4400,18,5,90,7,,6+,30.00,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,46
"METAR LFRQ 201500Z AUTO 11006KT 060V160 CAVOK 18/03 Q1016 NOSIG",LFRQ,2026-03-20T15:00:00.000Z,47.9750,-4.1680,18,3,110,6,,6+,30.00,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,94
"METAR LFRT 201500Z AUTO 05013KT 7000 NSC 13/06 Q1017",LFRT,2026-03-20T15:00:00.000Z,48.5360,-2.8530,13,6,50,13,,4.35,30.03,,,TRUE,,,,,,,,,,,,,,,,MVFR,,,,,,,,,,,,METAR,134
"METAR LFSM 201500Z AUTO 05010KT 010V090 CAVOK 15/M00 Q1016",LFSM,2026-03-20T15:00:00.000Z,47.4870,6.7910,15,0,50,10,,6+,30.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,317
"METAR LFBU 201500Z AUTO 10005KT 040V170 CAVOK 20/02 Q1014 NOSIG",LFBU,2026-03-20T15:00:00.000Z,45.7280,0.2200,20,2,100,5,,6+,29.94,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,124
"METAR WMKK 201500Z 04004KT 340V100 9000 FEW017CB 28/25 Q1011 TEMPO 5000 RA",WMKK,2026-03-20T15:00:00.000Z,2.7470,101.7140,28,25,40,4,,5.59,29.85,,,,,,,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,21
"METAR ZJSY 201500Z 08003MPS CAVOK 23/20 Q1014 NOSIG",ZJSY,2026-03-20T15:00:00.000Z,18.3030,109.4120,23,20,80,6,,6+,29.94,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,27
"METAR LFRC 201500Z AUTO 07010KT 040V100 5000 BR NSC 12/09 Q1019 NOSIG",LFRC,2026-03-20T15:00:00.000Z,49.6500,-1.4700,12,9,70,10,,3.11,30.09,,,TRUE,,,TRUE,,,,BR,,,,,,,,,MVFR,,,,,,,,,,,,METAR,137
"METAR LFRK 201500Z AUTO 01009KT 8000 NSC 14/08 Q1018 NOSIG",LFRK,2026-03-20T15:00:00.000Z,49.1800,-0.4560,14,8,10,9,,4.97,30.06,,,TRUE,,,TRUE,,,,,,,,,,,,,MVFR,,,,,,,,,,,,METAR,66
"METAR LFRU 201500Z AUTO 08010KT 050V110 CAVOK 17/03 Q1017",LFRU,2026-03-20T15:00:00.000Z,48.6010,-3.8140,17,3,80,10,,6+,30.03,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,85
"METAR NZOH 201500Z AUTO 01004KT 9999 SCT250/// 09/07 Q1021",NZOH,2026-03-20T15:00:00.000Z,-40.1960,175.3810,9,7,10,4,,6+,30.15,,,TRUE,,,,,,,,SCT,25000,,,,,,,VFR,,,,,,,,,,,,METAR,45
"METAR NZDN 201500Z AUTO 02003KT 9999 NCD 09/08 Q1020",NZDN,2026-03-20T15:00:00.000Z,-45.9280,170.1980,9,8,20,3,,6+,30.12,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,2
"METAR SPEO 201500Z 20010KT CAVOK 26/20 Q1012 RMK PP000",SPEO,2026-03-20T15:00:00.000Z,-9.1500,-78.5260,26,20,200,10,,6+,29.88,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,13
"METAR SPHI 201500Z VRB02KT CAVOK 28/21 Q1013 RMK BIRD HAZARD RWY 19/01 PP000",SPHI,2026-03-20T15:00:00.000Z,-6.7870,-79.8280,28,21,0,2,,6+,29.91,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,33
"METAR KQEN 201500Z AUTO 9999 CLR 01/M07 / RMK A02 TSNO",KQEN,2026-03-20T15:00:00.000Z,-99.9900,-99.9900,1,-7,,,,6+,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
"METAR NZQN 201500Z AUTO 07002KT 9999 NCD 08/07 Q1021",NZQN,2026-03-20T15:00:00.000Z,-45.0210,168.7390,8,7,70,2,,6+,30.15,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,356
"METAR SPHO 201500Z VRB04KT 9999 FEW012 18/09 Q1025 RMK BIRD HAZARD RWY 02/20 PP000",SPHO,2026-03-20T15:00:00.000Z,-13.1550,-74.2040,18,9,0,4,,6+,30.27,,,,,,,,,,,FEW,1200,,,,,,,VFR,,,,,,,,,,,,METAR,2743
"METAR LRBC 201500Z 33017KT 9999 FEW060 11/M01 Q1012",LRBC,2026-03-20T15:00:00.000Z,46.5220,26.9100,11,-1,330,17,,6+,29.88,,,,,,,,,,,FEW,6000,,,,,,,VFR,,,,,,,,,,,,METAR,183
"METAR LRCV 201500Z 21004KT CAVOK 10/M02 Q1012",LRCV,2026-03-20T15:00:00.000Z,44.3100,23.8670,10,-2,210,4,,6+,29.88,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,192
"METAR SPNC 201500Z 17002KT 9999 FEW025 BKN100 20/16 Q1020 RMK PP000",SPNC,2026-03-20T15:00:00.000Z,-9.8790,-76.2070,20,16,170,2,,6+,30.12,,,,,,,,,,,FEW,2500,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,1856
"METAR SPPY 201500Z 31004KT 9999 FEW010 FEW070 17/09 Q1025 RMK PP000",SPPY,2026-03-20T15:00:00.000Z,-6.2070,-77.8530,17,9,310,4,,6+,30.27,,,,,,,,,,,FEW,1000,FEW,7000,,,,,VFR,,,,,,,,,,,,METAR,2536
"METAR SPRU 201500Z 17007KT CAVOK 25/20 Q1013 RMK PP000",SPRU,2026-03-20T15:00:00.000Z,-8.0870,-79.1090,25,20,170,7,,6+,29.91,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,23
"METAR LRIA 201500Z 35014KT CAVOK 12/M03 Q1012",LRIA,2026-03-20T15:00:00.000Z,47.1640,27.6270,12,-3,350,14,,6+,29.88,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,71
"METAR SPTU 201500Z 33008KT 300V010 9999 SCT020 SCT040 29/25 Q1009 RMK BIRD HAZARD RWY 01/19 PP000",SPTU,2026-03-20T15:00:00.000Z,-12.6030,-69.2280,29,25,330,8,,6+,29.79,,,,,,,,,,,SCT,2000,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,213
"METAR LRSV 201500Z 32011KT 290V350 CAVOK 09/M02 Q1013",LRSV,2026-03-20T15:00:00.000Z,47.6860,26.3540,9,-2,320,11,,6+,29.91,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,406
"METAR LRTC 201500Z 01017KT CAVOK 12/M01 Q1009",LRTC,2026-03-20T15:00:00.000Z,45.0650,28.7160,12,-1,10,17,,6+,29.79,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,52
"METAR LRBV 201500Z 28005KT 250V310 9999 SCT051 BKN063 07/M03 Q1013",LRBV,2026-03-20T15:00:00.000Z,45.7060,25.5240,7,-3,280,5,,6+,29.91,,,,,,,,,,,SCT,5100,BKN,6300,,,,,VFR,,,,,,,,,,,,METAR,538
"METAR LJCE 201500Z 10005KT 060V130 CAVOK 13/M04 Q1015 RMK BLU",LJCE,2026-03-20T15:00:00.000Z,45.8990,15.5230,13,-4,100,5,,6+,29.97,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,153
"METAR LEAL 201500Z 08018KT CAVOK 16/09 Q1012 NOSIG",LEAL,2026-03-20T15:00:00.000Z,38.2820,-0.5580,16,9,80,18,,6+,29.88,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,26
"METAR LEBL 201500Z 09008KT 060V120 9999 FEW026 16/09 Q1015 NOSIG",LEBL,2026-03-20T15:00:00.000Z,41.2930,2.0700,16,9,90,8,,6+,29.97,,,,,,TRUE,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,2
"METAR LEIB 201500Z 08012KT 050V110 9999 FEW026 SCT030 15/09 Q1013 NOSIG",LEIB,2026-03-20T15:00:00.000Z,38.8760,1.3840,15,9,80,12,,6+,29.91,,,,,,TRUE,,,,,FEW,2600,SCT,3000,,,,,VFR,,,,,,,,,,,,METAR,4
"METAR LEMD 201500Z VRB02KT 9999 BKN035 FEW040TCU BKN050 11/05 Q1012 NOSIG",LEMD,2026-03-20T15:00:00.000Z,40.4660,-3.5550,11,5,0,2,,6+,29.88,,,,,,TRUE,,,,,BKN,3500,FEW,4000,BKN,5000,,,VFR,,,,,,,,,,,,METAR,589
"METAR LEMG 201500Z 10013KT 9999 FEW022 BKN040 17/11 Q1010 NOSIG",LEMG,2026-03-20T15:00:00.000Z,36.6660,-4.4820,17,11,100,13,,6+,29.82,,,,,,TRUE,,,,,FEW,2200,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,5
"METAR LEPA 201500Z 09011G22KT 060V160 9999 SCT026 18/05 Q1013 NOSIG",LEPA,2026-03-20T15:00:00.000Z,39.5610,2.7370,18,5,90,11,22,6+,29.91,,,,,,TRUE,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,8
"METAR LEVC 201500Z 06013KT 030V090 9999 FEW025 15/07 Q1014 NOSIG",LEVC,2026-03-20T15:00:00.000Z,39.4890,-0.4820,15,7,60,13,,6+,29.94,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,58
"METAR LEVX 201500Z 04004KT 010V070 CAVOK 15/10 Q1010 NOSIG",LEVX,2026-03-20T15:00:00.000Z,42.2390,-8.6240,15,10,40,4,,6+,29.82,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,253
"METAR LEZL 201500Z 05010KT 020V110 9999 SCT035 20/13 Q1006 NOSIG",LEZL,2026-03-20T15:00:00.000Z,37.4180,-5.8930,20,13,50,10,,6+,29.70,,,,,,TRUE,,,,,SCT,3500,,,,,,,VFR,,,,,,,,,,,,METAR,26
"METAR LEAM 201500Z 08021KT 060V120 9999 FEW040 18/07 Q1010",LEAM,2026-03-20T15:00:00.000Z,36.8460,-2.3570,18,7,80,21,,6+,29.82,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,16
"METAR LEAS 201500Z 33004KT 290V020 CAVOK 16/12 Q1009 NOSIG",LEAS,2026-03-20T15:00:00.000Z,43.5670,-6.0440,16,12,330,4,,6+,29.79,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,120
"METAR CMGB 201500Z AUTO 12002KT M01/M07 RMK AO1 SLP161 T10101068 58032",CMGB,2026-03-20T15:00:00.000Z,45.3730,-72.7740,-1,-6.8,120,2,,,,1016.1,,TRUE,TRUE,,,,,,,,,,,,,,,null,-0.32,,,,,,,,,,,METAR,87
"METAR LEBB 201500Z 14009KT 080V190 CAVOK 22/05 Q1010 NOSIG",LEBB,2026-03-20T15:00:00.000Z,43.2980,-2.9060,22,5,140,9,,6+,29.82,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,38
"METAR LECO 201500Z 02008KT 330V060 CAVOK 15/12 Q1010 NOSIG",LECO,2026-03-20T15:00:00.000Z,43.3070,-8.3720,15,12,20,8,,6+,29.82,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,80
"METAR CWIK 201500Z AUTO 17003KT 03/02 RMK AO1 SLP144 T00330017 51012",CWIK,2026-03-20T15:00:00.000Z,50.3660,-102.5670,3.3,1.7,170,3,,,,1014.4,,TRUE,TRUE,,,,,,,,,,,,,,,null,0.12,,,,,,,,,,,METAR,597
"METAR LEGE 201500Z 19006KT 130V230 CAVOK 17/M01 Q1014 NOSIG",LEGE,2026-03-20T15:00:00.000Z,41.9110,2.7630,17,-1,190,6,,6+,29.94,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,140
"METAR CZEV 201500Z AUTO 28006KT M34/M37 RMK AO1 SOG 58 5000 SLP306 T13391371",CZEV,2026-03-20T15:00:00.000Z,68.3130,-133.4960,-33.9,-37.1,280,6,,,,1030.6,,TRUE,TRUE,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,92
"METAR LEGR 201500Z 20011KT 170V230 9999 FEW035 SCT050 BKN100 15/09 Q1008",LEGR,2026-03-20T15:00:00.000Z,37.1900,-3.7890,15,9,200,11,,6+,29.76,,,,,,,,,,,FEW,3500,SCT,5000,BKN,10000,,,VFR,,,,,,,,,,,,METAR,560
"METAR CZFS 201500Z AUTO 23011G26KT M24/M26 RMK AO1 SOG 46 2006 PK WND 18034/1439 SLP249 T12371263",CZFS,2026-03-20T15:00:00.000Z,61.7600,-121.2300,-23.7,-26.3,230,11,26,,,1024.9,,TRUE,TRUE,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,174
"METAR LEMH 201500Z 04014KT 020V080 9999 FEW025 16/07 Q1013",LEMH,2026-03-20T15:00:00.000Z,39.8550,4.2160,16,7,40,14,,6+,29.91,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,82
"METAR CZHY 201500Z AUTO 20001KT M25/M28 RMK AO1 SOG 32 3013 SLP261 T12541284",CZHY,2026-03-20T15:00:00.000Z,60.8390,-115.7810,-25.4,-28.4,200,1,,,,1026.1,,TRUE,TRUE,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,159
"METAR CZSM 201500Z AUTO 31005KT M19/M22 RMK AO1 SOG 57 1019 SLP242 T11881215 50002",CZSM,2026-03-20T15:00:00.000Z,60.0260,-111.9290,-18.8,-21.5,310,5,,,,1024.2,,TRUE,TRUE,,,,,,,,,,,,,,,null,0.02,,,,,,,,,,,METAR,203
"METAR LERS 201500Z 10009KT 070V150 CAVOK 16/06 Q1015",LERS,2026-03-20T15:00:00.000Z,41.1500,1.1790,16,6,100,9,,6+,29.97,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,68
"METAR WBGY 201500Z AUTO 00000KT //// // ////// 26/25 Q1011",WBGY,2026-03-20T15:00:00.000Z,1.2220,111.4660,26,25,0,0,,,29.85,,,TRUE,,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,13
"METAR WBKT 201500Z AUTO 05004KT 350V110 //// // ////// 27/24 Q1012",WBKT,2026-03-20T15:00:00.000Z,6.9220,116.8370,27,24,50,4,,,29.88,,,TRUE,,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,11
"METAR FMMI 201500Z 10011KT 9999 SCT020CB 24/17 Q1018 NOSIG",FMMI,2026-03-20T15:00:00.000Z,-18.7970,47.4790,24,17,100,11,,6+,30.06,,,,,,TRUE,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,1269
"METAR FIMP 201500Z 09010KT 9999 VCSH SCT016 28/24 Q1015",FIMP,2026-03-20T15:00:00.000Z,-20.4340,57.6840,28,24,90,10,,6+,29.97,,,,,,,,,,VCSH,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,57
"METAR FMCH 201500Z 13005KT 9999 SCT024 BKN090 28/24 Q1010 NOSIG",FMCH,2026-03-20T15:00:00.000Z,-11.5340,43.2720,28,24,130,5,,6+,29.82,,,,,,TRUE,,,,,SCT,2400,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,30
"METAR LESO 201500Z 02008KT 340V050 CAVOK 18/09 Q1011",LESO,2026-03-20T15:00:00.000Z,43.3610,-1.7870,18,9,20,8,,6+,29.85,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,3
"METAR GCGM 201500Z 25021KT 9999 SCT018 BKN030 16/16 Q1002 RMK R09/24015KT 190V280 ARP/24017G29KT 190V290",GCGM,2026-03-20T15:00:00.000Z,28.0320,-17.2110,16,16,250,21,,6+,29.59,,,,,,,,,,,SCT,1800,BKN,3000,,,,,MVFR,,,,,,,,,,,,METAR,217
"METAR GCHI 201500Z 19013KT 150V220 9999 FEW030 SCT040 21/14 Q1000",GCHI,2026-03-20T15:00:00.000Z,27.8190,-17.8890,21,14,190,13,,6+,29.53,,,,,,,,,,,FEW,3000,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,21
"METAR LEAG 201500Z AUTO 11015KT 9999 OVC030/// 15/11 Q1009",LEAG,2026-03-20T15:00:00.000Z,36.1290,-5.4410,15,11,110,15,,6+,29.79,,,TRUE,,,,,,,,OVC,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,4
"METAR LEBG 201500Z 04011KT 010V070 9000 NSC 13/05 Q1011",LEBG,2026-03-20T15:00:00.000Z,42.3560,-3.6220,13,5,40,11,,5.59,29.85,,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,892
"METAR FOOL 201500Z 24007KT 9999 SCT016 30/24 Q1006 NOSIG",FOOL,2026-03-20T15:00:00.000Z,0.4590,9.4120,30,24,240,7,,6+,29.70,,,,,,TRUE,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,9
"METAR FOOG 201500Z 20012KT 9999 SCT008 FEW020CB 31/26 Q1006",FOOG,2026-03-20T15:00:00.000Z,-0.7120,8.7540,31,26,200,12,,6+,29.70,,,,,,,,,,,SCT,800,FEW,2000,,,,,VFR,,,,,,,,,,,,METAR,4
"METAR FOON 201500Z /////KT 9999 FEW013 29/24 Q1008",FOON,2026-03-20T15:00:00.000Z,-1.6560,13.4380,29,24,,,,6+,29.76,,,,,,,,,,,FEW,1300,,,,,,,VFR,,,,,,,,,,,,METAR,440
"METAR FGBT 201500Z 27008KT 9999 SCT010 31/26 Q1005 NOSIG",FGBT,2026-03-20T15:00:00.000Z,1.9050,9.8060,31,26,270,8,,6+,29.68,,,,,,TRUE,,,,,SCT,1000,,,,,,,VFR,,,,,,,,,,,,METAR,2
"METAR FPST 201500Z 30004KT 9999 FEW023 SCT033 BKN100 33/27 Q1006 NOSIG",FPST,2026-03-20T15:00:00.000Z,0.3780,6.7120,33,27,300,4,,6+,29.70,,,,,,TRUE,,,,,FEW,2300,SCT,3300,BKN,10000,,,VFR,,,,,,,,,,,,METAR,11
"METAR FZAA 201500Z COR 20008KT 8000 FEW024 FEW030CB 33/20 Q1007 NOSIG",FZAA,2026-03-20T15:00:00.000Z,-4.3870,15.4480,33,20,200,8,,4.97,29.73,,TRUE,,,,TRUE,,,,,FEW,2400,FEW,3000,,,,,MVFR,,,,,,,,,,,,METAR,309
"METAR FMMT 201500Z 13004KT 110V170 9999 VCSH SCT017CB 28/27 Q1013 NOSIG",FMMT,2026-03-20T15:00:00.000Z,-18.1100,49.3920,28,27,130,4,,6+,29.91,,,,,,TRUE,,,,VCSH,SCT,1700,,,,,,,VFR,,,,,,,,,,,,METAR,13
"METAR LECH 201500Z AUTO 10010KT CAVOK 13/05 Q1014",LECH,2026-03-20T15:00:00.000Z,40.2110,0.0670,13,5,100,10,,6+,29.94,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,360
"METAR FMNM 201500Z 30007KT 9999 FEW020CB 29/25 Q1010 NOSIG",FMNM,2026-03-20T15:00:00.000Z,-15.6670,46.3520,29,25,300,7,,6+,29.82,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,18
"METAR FMSD 201500Z 09013KT 9999 FEW020 27/24 Q1012",FMSD,2026-03-20T15:00:00.000Z,-25.0380,46.9560,27,24,90,13,,6+,29.88,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,7
"METAR FMNA 201500Z 14014KT 9999 FEW020CB 28/22 Q1009",FMNA,2026-03-20T15:00:00.000Z,-12.3500,49.2930,28,22,140,14,,6+,29.79,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,108
"METAR FCBB 201500Z VRB03KT 9999 FEW022 33/18 Q1007 NOSIG",FCBB,2026-03-20T15:00:00.000Z,-4.2520,15.2530,33,18,0,3,,6+,29.73,,,,,,TRUE,,,,,FEW,2200,,,,,,,VFR,,,,,,,,,,,,METAR,316
"METAR FCPP 201500Z 21011KT 9999 FEW016 FEW030CB 30/25 Q1006 NOSIG",FCPP,2026-03-20T15:00:00.000Z,-4.8160,11.8870,30,25,210,11,,6+,29.70,,,,,,TRUE,,,,,FEW,1600,FEW,3000,,,,,VFR,,,,,,,,,,,,METAR,18
"METAR LETL 201500Z AUTO 13017KT CAVOK 13/M05 Q1012",LETL,2026-03-20T15:00:00.000Z,40.4040,-1.2180,13,-5,130,17,,6+,29.88,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1024
"METAR FCOD 201500Z 14002KT 9999 FEW020 32/23 Q1006",FCOD,2026-03-20T15:00:00.000Z,-1.2260,15.9100,32,23,140,2,,6+,29.70,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,327
